Property_Title,Price_Lakhs,Area_SqFt,BHK,Bathrooms,Furnishing,Seller_Type,Locality,City,Source,Locality_Encoded,Furnishing_Encoded,Locality_Tier,Locality_Tier_Encoded,BHK_Tier_Interaction
"4 BHK Flat for Sale in Ambli, Ahmedabad",2.4,2590.0,4.0,3.0,Unfurnished,Owner,"Ambli, Ahmedabad",Ahmedabad,MagicBricks,79,2,Mid-Range,2,8.0
"1 BHK Flat for Sale in Rudra Residency, Vastral, Ahmedabad",31.5,415.0,1.0,1.0,Semi-Furnished,Owner,"Rudra Residency, Vastral, Ahmedabad",Ahmedabad,MagicBricks,729,1,Mid-Range,2,2.0
3 BHK Flat for Sale in Ahmedabad,98.0,1080.0,3.0,3.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,6.0
"2 BHK Flat for Sale in Kavish Karnavati Enclave, New Maninagar, Ahmedabad",45.0,916.0,2.0,2.0,Semi-Furnished,Owner,"Kavish Karnavati Enclave, New Maninagar, Ahmedabad",Ahmedabad,MagicBricks,432,1,High-End,1,2.0
"2 BHK Flat for Sale in Ganesh Malabar County 3, Vaishnodevi Circle, Ahmedabad",90.0,721.0,2.0,2.0,Furnished,Owner,"Ganesh Malabar County 3, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,292,0,Premium,3,6.0
"2 BHK Flat for Sale in VandeMatram Prime, Gota, Ahmedabad",62.0,1242.0,2.0,2.0,Semi-Furnished,Owner,"Vandematram Prime, Gota, Ahmedabad",Ahmedabad,MagicBricks,1153,1,High-End,1,2.0
"3 BHK Flat for Sale in Binori Gracia, Bopal, Ahmedabad",78.0,1465.0,3.0,3.0,Semi-Furnished,Owner,"Binori Gracia, Bopal, Ahmedabad",Ahmedabad,MagicBricks,177,1,Premium,3,9.0
"2 BHK Flat for Sale in Saanvi Sky Sol, South Bopal, Bopal, Ahmedabad",58.0,1280.0,2.0,2.0,Furnished,Owner,"Saanvi Sky Sol, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,739,0,High-End,1,2.0
"3 BHK Flat for Sale in Thaltej, Ahmedabad",1.25,1102.0,3.0,3.0,Furnished,Owner,"Thaltej, Ahmedabad",Ahmedabad,MagicBricks,1109,0,Mid-Range,2,6.0
"3 BHK Flat for Sale in Nana Chiloda, Ahmedabad",75.0,204.0,3.0,3.0,Unfurnished,Owner,"Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks,539,2,High-End,1,3.0
"3 BHK Flat for Sale in Bopal, Ahmedabad",1.2,1333.0,3.0,3.0,Semi-Furnished,Owner,"Bopal, Ahmedabad",Ahmedabad,MagicBricks,187,1,Mid-Range,2,6.0
"1 BHK Flat for Sale in Satyam Sarjan, Changodar, Ahmedabad",22.0,801.0,1.0,1.0,Semi-Furnished,Owner,"Satyam Sarjan, Changodar, Ahmedabad",Ahmedabad,MagicBricks,824,1,Mid-Range,2,2.0
"2 BHK Flat for Sale in Anand Vihar, Chandkheda, Ahmedabad",50.0,905.0,2.0,2.0,Furnished,Owner,"Anand Vihar, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,89,0,High-End,1,2.0
"3 BHK Flat for Sale in Drive In Road, Ahmedabad",70.0,1250.0,3.0,3.0,Semi-Furnished,Owner,"Drive In Road, Ahmedabad",Ahmedabad,MagicBricks,247,1,Premium,3,9.0
"3 BHK Flat for Sale in Chandkheda, Ahmedabad",95.0,1050.0,3.0,3.0,Furnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,193,0,High-End,1,3.0
"2 BHK Flat for Sale in Simandhar Elegance, Sabarmati, Ahmedabad",65.0,9400.0,2.0,2.0,Furnished,Owner,"Simandhar Elegance, Sabarmati, Ahmedabad",Ahmedabad,MagicBricks,1014,0,Premium,3,6.0
"3 BHK Flat for Sale in Surya Kutir, Naranpura, Ahmedabad",1.3,2110.0,3.0,3.0,Unfurnished,Owner,"Surya Kutir, Naranpura, Ahmedabad",Ahmedabad,MagicBricks,1069,2,Budget,0,0.0
"2 BHK Flat for Sale in Galaxy 88, Naroda, Ahmedabad",33.0,125.0,2.0,2.0,Unfurnished,Owner,"Galaxy 88, Naroda, Ahmedabad",Ahmedabad,MagicBricks,279,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in The Festival Residency 2, Vaishnodevi Circle, Ahmedabad",85.0,176.0,3.0,3.0,Unfurnished,Owner,"The Festival Residency 2, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,1112,2,Premium,3,9.0
"2 BHK Flat for Sale in Madhuram Flora 2, Chandkheda, Ahmedabad",42.0,123.0,2.0,2.0,Unfurnished,Owner,"Madhuram Flora 2, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,481,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in DB Diwali Elegance, Tragad, Ahmedabad",63.0,165.0,3.0,3.0,Semi-Furnished,Owner,"Db Diwali Elegance, Tragad, Ahmedabad",Ahmedabad,MagicBricks,206,1,High-End,1,3.0
"2 BHK Flat for Sale in Shyam Sharan, Nana Chiloda, Ahmedabad",32.0,7000.0,2.0,2.0,Unfurnished,Owner,"Shyam Sharan, Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks,987,2,Mid-Range,2,4.0
"4 BHK Flat for Sale in Hebatpur, Ahmedabad",4.25,3060.0,4.0,3.0,Unfurnished,Owner,"Hebatpur, Ahmedabad",Ahmedabad,MagicBricks,363,2,Budget,0,0.0
"3 BHK Flat for Sale in Prakalp Binori Aarna, Shilaj Ambli, Ahmedabad",96.0,963.0,3.0,3.0,Unfurnished,Agent,"Prakalp Binori Aarna, Shilaj Ambli, Ahmedabad",Ahmedabad,MagicBricks,644,2,Premium,3,9.0
"2 BHK Flat for Sale in Solitaire Sky, Odhav, Ahmedabad",42.0,116.0,2.0,2.0,Semi-Furnished,Owner,"Solitaire Sky, Odhav, Ahmedabad",Ahmedabad,MagicBricks,1031,1,Mid-Range,2,4.0
"3 BHK Flat for Sale in Aashray Aurum, Ambli, Ahmedabad",98.0,1750.0,3.0,3.0,Unfurnished,Owner,"Aashray Aurum, Ambli, Ahmedabad",Ahmedabad,MagicBricks,32,2,High-End,1,3.0
1 BHK Flat for Sale in Ahmedabad,16.5,120.0,1.0,1.0,Unknown,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,3,Mid-Range,2,2.0
"1 BHK Flat for Sale in Pravinnagar, Ahmedabad",42.0,756.0,1.0,1.0,Furnished,Owner,"Pravinnagar, Ahmedabad",Ahmedabad,MagicBricks,656,0,Mid-Range,2,2.0
"3 BHK Flat for Sale in New Naroda, Ahmedabad",80.0,1675.0,3.0,3.0,Furnished,Owner,"New Naroda, Ahmedabad",Ahmedabad,MagicBricks,568,0,High-End,1,3.0
"2 BHK Flat for Sale in Jagatpur, Ahmedabad",59.0,625.0,2.0,2.0,Furnished,Owner,"Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,392,0,Mid-Range,2,4.0
"2 BHK Flat for Sale in Avalon courtyard, Ghodasar, Ahmedabad",45.0,750.0,2.0,2.0,Unfurnished,Owner,"Avalon Courtyard, Ghodasar, Ahmedabad",Ahmedabad,MagicBricks,145,2,High-End,1,2.0
"4 BHK Flat for Sale in Sanghavi Manor Ananda, Panchavati Society, Ahmedabad",3.51,2035.0,4.0,3.0,Unfurnished,Owner,"Sanghavi Manor Ananda, Panchavati Society, Ahmedabad",Ahmedabad,MagicBricks,787,2,Budget,0,0.0
"2 BHK Flat for Sale in Swaminarayan Park Phase 5, Naroda, Ahmedabad",25.0,990.0,2.0,2.0,Semi-Furnished,Owner,"Swaminarayan Park Phase 5, Naroda, Ahmedabad",Ahmedabad,MagicBricks,1082,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in R D Sai Sharnam And Sai Platinum, New Naroda, Ahmedabad",37.0,600.0,2.0,2.0,Semi-Furnished,Owner,"R D Sai Sharnam And Sai Platinum, New Naroda, Ahmedabad",Ahmedabad,MagicBricks,672,1,Mid-Range,2,4.0
"3 BHK Flat for Sale in Savvy Swaraj, Gota, Ahmedabad",1.0,1730.0,3.0,3.0,Unknown,Owner,"Savvy Swaraj, Gota, Ahmedabad",Ahmedabad,MagicBricks,847,3,Mid-Range,2,6.0
"2 BHK Flat for Sale in Shree Shyam Hills, New Ranip, Ahmedabad",60.0,146.0,2.0,2.0,Unfurnished,Owner,"Shree Shyam Hills, New Ranip, Ahmedabad",Ahmedabad,MagicBricks,948,2,High-End,1,2.0
"1 BHK Flat for Sale in Maninagar, Ahmedabad",24.0,439.0,1.0,1.0,Semi-Furnished,Owner,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks,504,1,High-End,1,1.0
"3 BHK Flat for Sale in Nava Naroda, Ahmedabad",60.0,868.0,3.0,3.0,Furnished,Owner,"Nava Naroda, Ahmedabad",Ahmedabad,MagicBricks,552,0,Mid-Range,2,6.0
"2 BHK Flat for Sale in Gajanan Dev Home Town 4, Chandkheda, Ahmedabad",68.5,1197.0,2.0,2.0,Furnished,Owner,"Gajanan Dev Home Town 4, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,270,0,Premium,3,6.0
"1 BHK Flat for Sale in Ozone Glitter, Naroda, Ahmedabad",22.0,472.0,1.0,1.0,Unfurnished,Owner,"Ozone Glitter, Naroda, Ahmedabad",Ahmedabad,MagicBricks,608,2,Mid-Range,2,2.0
"2 BHK Flat for Sale in Shrinandcity 9, New Maninagar, Ahmedabad",30.0,1035.0,2.0,2.0,Semi-Furnished,Owner,"Shrinandcity 9, New Maninagar, Ahmedabad",Ahmedabad,MagicBricks,963,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in Balaji Taj Residency, Nikol, Ahmedabad",38.0,108.0,2.0,2.0,Unfurnished,Owner,"Balaji Taj Residency, Nikol, Ahmedabad",Ahmedabad,MagicBricks,161,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Sarkhej Gandhinagar Highway, Ahmedabad",1.68,1688.0,3.0,3.0,Unfurnished,Owner,"Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,816,2,High-End,1,3.0
"3 BHK Flat for Sale in Sundarm Flora, Lambha, Ahmedabad",55.0,1422.0,3.0,3.0,Furnished,Owner,"Sundarm Flora, Lambha, Ahmedabad",Ahmedabad,MagicBricks,1062,0,High-End,1,3.0
"3 BHK Flat for Sale in Navarangpura, Ahmedabad",95.0,1280.0,3.0,3.0,Semi-Furnished,Owner,"Navarangpura, Ahmedabad",Ahmedabad,MagicBricks,554,1,High-End,1,3.0
"3 BHK Flat for Sale in SURYANSH ELEGANCE, Shilaj, Ahmedabad",1.25,1050.0,3.0,3.0,Furnished,Owner,"Suryansh Elegance, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,1074,0,Budget,0,0.0
"3 BHK Flat for Sale in Bhuyangdev Cross Road, Ahmedabad",1.1,1285.0,3.0,3.0,Unfurnished,Owner,"Bhuyangdev Cross Road, Ahmedabad",Ahmedabad,MagicBricks,176,2,Mid-Range,2,6.0
"3 BHK Flat for Sale in Saamarth Heaven 4, Chandkheda, Ahmedabad",1.3,215.0,3.0,3.0,Furnished,Owner,"Saamarth Heaven 4, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,733,0,High-End,1,3.0
"3 BHK Flat for Sale in Maninagar, Ahmedabad",68.0,868.0,3.0,3.0,Furnished,Owner,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks,504,0,High-End,1,3.0
"3 BHK Flat for Sale in Om Aryaman Urbanville, Bhaikakanagar, Ahmedabad",1.1,2250.0,3.0,3.0,Unfurnished,Owner,"Om Aryaman Urbanville, Bhaikakanagar, Ahmedabad",Ahmedabad,MagicBricks,591,2,Budget,0,0.0
"2 BHK Flat for Sale in Kaival Grand Riviera, Paldi, Ahmedabad",82.0,1400.0,2.0,2.0,Furnished,Owner,"Kaival Grand Riviera, Paldi, Ahmedabad",Ahmedabad,MagicBricks,411,0,Premium,3,6.0
"3 BHK Flat for Sale in Shantikunj Bliss, Science City, Ahmedabad",2.15,139.0,3.0,3.0,Furnished,Owner,"Shantikunj Bliss, Science City, Ahmedabad",Ahmedabad,MagicBricks,876,0,Budget,0,0.0
"2 BHK Flat for Sale in Vasna, Ahmedabad",52.0,1080.0,2.0,2.0,Semi-Furnished,Owner,"Vasna, Ahmedabad",Ahmedabad,MagicBricks,1158,1,High-End,1,2.0
"2 BHK Flat for Sale in Shahibag, Ahmedabad",90.0,850.0,2.0,2.0,Furnished,Owner,"Shahibag, Ahmedabad",Ahmedabad,MagicBricks,863,0,Mid-Range,2,4.0
"2 BHK Flat for Sale in Godrej Green Glades, Jagatpur, Ahmedabad",55.0,625.0,2.0,2.0,Semi-Furnished,Owner,"Godrej Green Glades, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,316,1,High-End,1,2.0
"3 BHK Flat for Sale in DR Praharsh Bluebell, South Bopal, Bopal, Ahmedabad",80.0,1795.0,3.0,3.0,Unfurnished,Owner,"Dr Praharsh Bluebell, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,246,2,Premium,3,9.0
2 BHK Flat for Sale in Ahmedabad,22.0,10000.0,2.0,2.0,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,2,Mid-Range,2,4.0
"2 BHK Flat for Sale in Parshwanath Atlantis Park, Sughad, Ahmedabad",40.0,792.0,2.0,2.0,Furnished,Owner,"Parshwanath Atlantis Park, Sughad, Ahmedabad",Ahmedabad,MagicBricks,629,0,Mid-Range,2,4.0
"1 BHK Flat for Sale in Adani Aangan, Sarkhej Gandhinagar Highway, Ahmedabad",37.5,650.0,1.0,1.0,Unfurnished,Agent,"Adani Aangan, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,44,2,High-End,1,1.0
"3 BHK Flat for Sale in Ganesh Suyojan, Sola, Ahmedabad",2.5,2385.0,3.0,3.0,Furnished,Owner,"Ganesh Suyojan, Sola, Ahmedabad",Ahmedabad,MagicBricks,299,0,Budget,0,0.0
"1 BHK Flat for Sale in Shree Khodiyar Pooja Avenue, Aslali, Ahmedabad",14.5,657.0,1.0,1.0,Semi-Furnished,Owner,"Shree Khodiyar Pooja Avenue, Aslali, Ahmedabad",Ahmedabad,MagicBricks,935,1,Mid-Range,2,2.0
"1 BHK Flat for Sale in Godrej Garden City, Chandkheda, Ahmedabad",33.0,360.0,1.0,1.0,Unfurnished,Owner,"Godrej Garden City, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,314,2,Mid-Range,2,2.0
"2 BHK Flat for Sale in Swaminarayan Park Nava Naroda, Ahmedabad",20.0,900.0,2.0,2.0,Semi-Furnished,Owner,"Swaminarayan Park Nava Naroda, Ahmedabad",Ahmedabad,MagicBricks,1081,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in New Ranip, Ahmedabad",45.0,667.0,2.0,2.0,Semi-Furnished,Owner,"New Ranip, Ahmedabad",Ahmedabad,MagicBricks,569,1,High-End,1,2.0
"4 BHK Flat for Sale in Vaishnodevi Circle, Ahmedabad",3.3,2093.0,4.0,3.0,Furnished,Agent,"Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,1146,0,High-End,1,4.0
1 BHK Flat for Sale in Ahmedabad,8.0,300.0,1.0,1.0,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,0,Mid-Range,2,2.0
"2 BHK Flat for Sale in Ghatlodiya, Ahmedabad",62.0,500.0,2.0,2.0,Semi-Furnished,Owner,"Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks,305,1,High-End,1,2.0
"2 BHK Flat for Sale in Vir Savrkar Heights 2, Gota, Ahmedabad",35.0,450.0,2.0,2.0,Unfurnished,Owner,"Vir Savrkar Heights 2, Gota, Ahmedabad",Ahmedabad,MagicBricks,1177,2,Mid-Range,2,4.0
"2 BHK Flat for Sale in Sagar Samrat Satellite, Shyamal, Ahmedabad",65.0,972.0,2.0,2.0,Furnished,Owner,"Sagar Samrat Satellite, Shyamal, Ahmedabad",Ahmedabad,MagicBricks,759,0,High-End,1,2.0
"2 BHK Flat for Sale in Bhakti Residency, D Colony, Ahmedabad",33.2,1170.0,2.0,2.0,Unfurnished,Owner,"Bhakti Residency, D Colony, Ahmedabad",Ahmedabad,MagicBricks,170,2,Mid-Range,2,4.0
"2 BHK Flat for Sale in Saumya Saujanya II, Khokhra, Ahmedabad",52.0,1140.0,2.0,2.0,Unfurnished,Owner,"Saumya Saujanya Ii, Khokhra, Ahmedabad",Ahmedabad,MagicBricks,829,2,High-End,1,2.0
"3 BHK Flat for Sale in Kothari Tower, Sabarmati, Ahmedabad",65.0,1200.0,3.0,3.0,Furnished,Owner,"Kothari Tower, Sabarmati, Ahmedabad",Ahmedabad,MagicBricks,451,0,Premium,3,9.0
"2 BHK Flat for Sale in Govardhan Galaxy Apartment, Naroda, Ahmedabad",42.0,130.0,2.0,2.0,Semi-Furnished,Owner,"Govardhan Galaxy Apartment, Naroda, Ahmedabad",Ahmedabad,MagicBricks,325,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in Viaan Residency, Vatva, Ahmedabad",48.0,1360.0,2.0,2.0,Furnished,Owner,"Viaan Residency, Vatva, Ahmedabad",Ahmedabad,MagicBricks,1169,0,High-End,1,2.0
"3 BHK Flat for Sale in Ratnanjali Hastinapur The Royal Legacy, Prahlad Nagar, Ahmedabad",1.99,1436.0,3.0,3.0,Unfurnished,Agent,"Ratnanjali Hastinapur The Royal Legacy, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks,710,2,Budget,0,0.0
"1 BHK Flat for Sale in Raipur, Khadia, Ahmedabad",20.0,6500.0,1.0,1.0,Unfurnished,Owner,"Raipur, Khadia, Ahmedabad",Ahmedabad,MagicBricks,683,2,Mid-Range,2,2.0
"3 BHK Flat for Sale in Amara By Pacifica, Sanathal, Ahmedabad",62.0,808.0,3.0,3.0,Unfurnished,Owner,"Amara By Pacifica, Sanathal, Ahmedabad",Ahmedabad,MagicBricks,75,2,Premium,3,9.0
"2 BHK Flat for Sale in Shela, Ahmedabad",61.0,1210.0,2.0,2.0,Unfurnished,Owner,"Shela, Ahmedabad",Ahmedabad,MagicBricks,892,2,High-End,1,2.0
"3 BHK Flat for Sale in Science City, Ahmedabad",1.75,1606.0,3.0,3.0,Unfurnished,Owner,"Science City, Ahmedabad",Ahmedabad,MagicBricks,850,2,Mid-Range,2,6.0
"2 BHK Flat for Sale in B. Nanji India Colony, Hathijan, Ahmedabad",24.0,1035.0,2.0,2.0,Unfurnished,Owner,"B. Nanji India Colony, Hathijan, Ahmedabad",Ahmedabad,MagicBricks,156,2,Mid-Range,2,4.0
"1 BHK Flat for Sale in Green Park, Sanathal, Ahmedabad",35.0,450.0,1.0,1.0,Furnished,Owner,"Green Park, Sanathal, Ahmedabad",Ahmedabad,MagicBricks,343,0,Mid-Range,2,2.0
"5 BHK Flat for Sale in Sarkhej Gandhinagar Highway, Ahmedabad",6.51,4508.0,5.0,3.0,Furnished,Owner,"Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,816,0,High-End,1,5.0
"2 BHK Flat for Sale in Arvind Aavishkaar, Naroda Road, Ahmedabad",33.0,486.0,2.0,2.0,Unfurnished,Owner,"Arvind Aavishkaar, Naroda Road, Ahmedabad",Ahmedabad,MagicBricks,111,2,Mid-Range,2,4.0
"2 BHK Flat for Sale in Sankalp Greens, Gota, Ahmedabad",40.0,1125.0,2.0,2.0,Unfurnished,Owner,"Sankalp Greens, Gota, Ahmedabad",Ahmedabad,MagicBricks,790,2,Mid-Range,2,4.0
"4 BHK Flat for Sale in Science City, Ahmedabad",3.61,306.0,4.0,3.0,Unfurnished,Owner,"Science City, Ahmedabad",Ahmedabad,MagicBricks,850,2,Mid-Range,2,8.0
"3 BHK Flat for Sale in Elenza Greenwood, South Bopal, Bopal, Ahmedabad",85.0,1725.0,3.0,3.0,Unfurnished,Owner,"Elenza Greenwood, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,257,2,Mid-Range,2,6.0
"3 BHK Flat for Sale in Shilp White Elegance and White Business Hub, New Naroda, Ahmedabad",60.0,1665.0,3.0,3.0,Semi-Furnished,Owner,"Shilp White Elegance And White Business Hub, New Naroda, Ahmedabad",Ahmedabad,MagicBricks,909,1,High-End,1,3.0
"3 BHK Flat for Sale in Adikara Omkara Skyline, Ambawadi, Ahmedabad",1.94,1388.0,3.0,3.0,Unfurnished,Owner,"Adikara Omkara Skyline, Ambawadi, Ahmedabad",Ahmedabad,MagicBricks,62,2,Budget,0,0.0
"3 BHK Flat for Sale in Shree Hari Residency, Narolgam, Ahmedabad",90.0,130.0,3.0,3.0,Furnished,Owner,"Shree Hari Residency, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,933,0,High-End,1,3.0
"2 BHK Flat for Sale in Maher Homes, Shela, Ahmedabad",85.0,1075.0,2.0,2.0,Furnished,Owner,"Maher Homes, Shela, Ahmedabad",Ahmedabad,MagicBricks,493,0,Premium,3,6.0
"4 BHK Flat for Sale in Ganesh Sundarvan Epitome, Satellite, Ahmedabad",6.0,4850.0,4.0,3.0,Furnished,Owner,"Ganesh Sundarvan Epitome, Satellite, Ahmedabad",Ahmedabad,MagicBricks,298,0,Budget,0,0.0
"3 BHK Flat for Sale in CP Nagar 1, Ahmedabad",1.05,2070.0,3.0,3.0,Semi-Furnished,Owner,"Cp Nagar 1, Ahmedabad",Ahmedabad,MagicBricks,201,1,Budget,0,0.0
"2 BHK Flat for Sale in Yogeshwar Akshar Elite, Ghuma, Ahmedabad",52.0,1170.0,2.0,2.0,Semi-Furnished,Owner,"Yogeshwar Akshar Elite, Ghuma, Ahmedabad",Ahmedabad,MagicBricks,1208,1,High-End,1,2.0
"3 BHK Flat for Sale in Riseonic Namoh, Sabarmati, Ahmedabad",1.02,1040.0,3.0,3.0,Unfurnished,Owner,"Riseonic Namoh, Sabarmati, Ahmedabad",Ahmedabad,MagicBricks,714,2,Budget,0,0.0
"2 BHK Flat for Sale in Vaishnodevi Circle, Ahmedabad",80.0,910.0,2.0,2.0,Furnished,Owner,"Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,1146,0,High-End,1,2.0
3 BHK Flat for Sale in Ahmedabad,1.21,1500.0,3.0,3.0,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,2,Mid-Range,2,6.0
"1 BHK Flat for Sale in Hometown 4, Chandkheda, Ahmedabad",37.0,8600.0,1.0,1.0,Furnished,Owner,"Hometown 4, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,373,0,Mid-Range,2,2.0
"1 BHK Flat for Sale in Siddhi Vinayak Avenue, Vatva, Ahmedabad",16.0,7500.0,1.0,1.0,Furnished,Owner,"Siddhi Vinayak Avenue, Vatva, Ahmedabad",Ahmedabad,MagicBricks,1004,0,Mid-Range,2,2.0
"4 BHK Flat for Sale in Aman, Thaltej, Ahmedabad",2.01,3447.0,4.0,3.0,Unfurnished,Owner,"Aman, Thaltej, Ahmedabad",Ahmedabad,MagicBricks,74,2,Budget,0,0.0
"3 BHK Flat for Sale in Rushabhdev Sharan Sapphire, Motera, Ahmedabad",92.0,1330.0,3.0,3.0,Semi-Furnished,Owner,"Rushabhdev Sharan Sapphire, Motera, Ahmedabad",Ahmedabad,MagicBricks,732,1,High-End,1,3.0
"3 BHK Flat for Sale in Aashray Aurum, Ambli, Ahmedabad",1.05,1750.0,3.0,3.0,Unfurnished,Owner,"Aashray Aurum, Ambli, Ahmedabad",Ahmedabad,MagicBricks,32,2,High-End,1,3.0
"3 BHK Flat for Sale in Royal Orchid, Prahlad Nagar, Ahmedabad",1.7,1220.0,3.0,3.0,Furnished,Owner,"Royal Orchid, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks,724,0,Budget,0,0.0
"3 BHK Flat for Sale in Siganture Anutham, Gota, Ahmedabad",2.2,2700.0,3.0,3.0,Semi-Furnished,Owner,"Siganture Anutham, Gota, Ahmedabad",Ahmedabad,MagicBricks,1010,1,Budget,0,0.0
"4 BHK Flat for Sale in Shilp Celestial, Vaishnodevi Circle, Ahmedabad",1.57,1734.0,4.0,3.0,Unfurnished,Owner,"Shilp Celestial, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,903,2,Budget,0,0.0
"2 BHK Flat for Sale in Gota, Ahmedabad",67.0,945.0,2.0,2.0,Furnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks,324,0,Premium,3,6.0
"2 BHK Flat for Sale in Agarwal Dhananjay Tower, Satellite, Ahmedabad",55.0,909.0,2.0,2.0,Furnished,Owner,"Agarwal Dhananjay Tower, Satellite, Ahmedabad",Ahmedabad,MagicBricks,65,0,High-End,1,2.0
"1 BHK Flat for Sale in Pathey Society, Shahibag, Ahmedabad",50.5,6500.0,1.0,1.0,Furnished,Owner,"Pathey Society, Shahibag, Ahmedabad",Ahmedabad,MagicBricks,634,0,High-End,1,1.0
"3 BHK Flat for Sale in Art Nirman Shree Vishnudhara Gardens, Gota, Ahmedabad",11.1,190.0,3.0,3.0,Furnished,Owner,"Art Nirman Shree Vishnudhara Gardens, Gota, Ahmedabad",Ahmedabad,MagicBricks,110,0,Mid-Range,2,6.0
"2 BHK Flat for Sale in Parshwanath Atlantis Park, Parshwanath Atlantis Park, Ahmedabad",45.0,586.0,2.0,2.0,Furnished,Owner,"Parshwanath Atlantis Park, Parshwanath Atlantis Park, Ahmedabad",Ahmedabad,MagicBricks,628,0,High-End,1,2.0
"1 BHK Flat for Sale in Aryanparv Pratham Residency, Vejalpur, Jivraj park, Ahmedabad",38.0,788.0,1.0,1.0,Unfurnished,Owner,"Aryanparv Pratham Residency, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks,117,2,High-End,1,1.0
"2 BHK Flat for Sale in Sarkhej Gandhinagar Highway, Ahmedabad",52.0,4900.0,2.0,2.0,Unfurnished,Owner,"Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,816,2,High-End,1,2.0
"4 BHK Flat for Sale in Shreenath Classic, Nana Chiloda, Ahmedabad",1.25,1600.0,4.0,3.0,Semi-Furnished,Owner,"Shreenath Classic, Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks,953,1,Budget,0,0.0
"4 BHK Flat for Sale in Saar Saayam, Shilaj, Ahmedabad",1.51,1700.0,4.0,3.0,Unfurnished,Owner,"Saar Saayam, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,741,2,Budget,0,0.0
"2 BHK Flat for Sale in Abjibapa Lakeview, Vastral, Ahmedabad",52.0,1485.0,2.0,2.0,Unfurnished,Owner,"Abjibapa Lakeview, Vastral, Ahmedabad",Ahmedabad,MagicBricks,43,2,High-End,1,2.0
"3 BHK Flat for Sale in Chanakyapuri, Ahmedabad",93.0,945.0,3.0,3.0,Furnished,Owner,"Chanakyapuri, Ahmedabad",Ahmedabad,MagicBricks,191,0,Premium,3,9.0
"3 BHK Flat for Sale in Siddhivinayak Signature, Koteshwar, Ahmedabad",1.4,284.0,3.0,3.0,Unfurnished,Owner,"Siddhivinayak Signature, Koteshwar, Ahmedabad",Ahmedabad,MagicBricks,1009,2,Budget,0,0.0
"3 BHK Flat for Sale in Aaravi 156, South Bopal, Bopal, Ahmedabad",72.5,1485.0,3.0,3.0,Semi-Furnished,Owner,"Aaravi 156, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,18,1,Premium,3,9.0
